"Yrkesområde","SSYK 2012","Yrkesgrupp","Yrkesbenämning"
"Hantverk","7534","Läderhantverkare och skomakare","Skomakare"
"Hantverk","7534","Läderhantverkare och skomakare","Väskmakare"
"Hantverk","7612","Bagare och konditorer","Bagare/Konditor"
"Hotell, restaurang, storhushåll","3451","Köksmästare och souschefer","Köksmästare"
"Hotell, restaurang, storhushåll","3451","Köksmästare och souschefer","Souschef"
"Hotell, restaurang, storhushåll","3452","Storhushållsföreståndare","Ekonomiföreståndare/Kursgårdsföreståndare/Storhushållsföreståndare"
"Hotell, restaurang, storhushåll","3452","Storhushållsföreståndare","Fartygsintendent"
"Hotell, restaurang, storhushåll","3452","Storhushållsföreståndare","Husmor"
"Hotell, restaurang, storhushåll","3452","Storhushållsföreståndare","Internatföreståndare/Skolmåltidsföreståndare"
"Hotell, restaurang, storhushåll","3452","Storhushållsföreståndare","Kostchef"
"Hotell, restaurang, storhushåll","3452","Storhushållsföreståndare","Kostekonom"
"Hotell, restaurang, storhushåll","3452","Storhushållsföreståndare","Kostkonsulent/Kostutvecklare/Måltidsutvecklare"
"Hotell, restaurang, storhushåll","4211","Croupierer och oddssättare m.fl.","Bingofunktionär/Bingovärd/Bingovärdinna"
"Hotell, restaurang, storhushåll","4211","Croupierer och oddssättare m.fl.","Croupier"
"Hotell, restaurang, storhushåll","4211","Croupierer och oddssättare m.fl.","Dealer"
"Hotell, restaurang, storhushåll","4211","Croupierer och oddssättare m.fl.","Floormanager"
"Hotell, restaurang, storhushåll","4211","Croupierer och oddssättare m.fl.","Inspector dealer"
"Hotell, restaurang, storhushåll","4211","Croupierer och oddssättare m.fl.","Kasinopersonal"
"Hotell, restaurang, storhushåll","4211","Croupierer och oddssättare m.fl.","Oddssättare"
"Hotell, restaurang, storhushåll","4224","Hotellreceptionister m.fl.","Campingplatsföreståndare"
"Hotell, restaurang, storhushåll","4224","Hotellreceptionister m.fl.","Campingvärd"
"Hotell, restaurang, storhushåll","4224","Hotellreceptionister m.fl.","Eventpersonal"
"Hotell, restaurang, storhushåll","4224","Hotellreceptionister m.fl.","Föreståndare, stugby"
"Hotell, restaurang, storhushåll","4224","Hotellreceptionister m.fl.","Hotellreceptionist"
"Hotell, restaurang, storhushåll","4224","Hotellreceptionister m.fl.","Hotellvärd/Hotellvärdinna"
"Hotell, restaurang, storhushåll","4224","Hotellreceptionister m.fl.","Konferensvärd/Konferensvärdinna"
"Hotell, restaurang, storhushåll","4224","Hotellreceptionister m.fl.","Nattreceptionist/Nattportier"
"Hotell, restaurang, storhushåll","4224","Hotellreceptionister m.fl.","Receptionschef"
"Hotell, restaurang, storhushåll","4224","Hotellreceptionister m.fl.","Stugvärd"
"Hotell, restaurang, storhushåll","4224","Hotellreceptionister m.fl.","Vandrarhemsföreståndare"
"Hotell, restaurang, storhushåll","5120","Kockar och kallskänkor","Kallskänka"
"Hotell, restaurang, storhushåll","5120","Kockar och kallskänkor","Kallskänka, fartyg"
"Hotell, restaurang, storhushåll","5120","Kockar och kallskänkor","Kock à la carte"
"Hotell, restaurang, storhushåll","5120","Kockar och kallskänkor","Kock storhushåll"
"Hotell, restaurang, storhushåll","5120","Kockar och kallskänkor","Kock, fartyg"
"Hotell, restaurang, storhushåll","5120","Kockar och kallskänkor","Kocksteward"
"Hotell, restaurang, storhushåll","5131","Hovmästare och servitörer","Hovmästare"
"Hotell, restaurang, storhushåll","5131","Hovmästare och servitörer","Intendenturpersonal, sjöfart"
"Hotell, restaurang, storhushåll","5131","Hovmästare och servitörer","Mässman, fartyg"
"Hotell, restaurang, storhushåll","5131","Hovmästare och servitörer","Servitör, fartyg/Servitris, fartyg"
"Hotell, restaurang, storhushåll","5131","Hovmästare och servitörer","Servitör/Servitris"
"Hotell, restaurang, storhushåll","5131","Hovmästare och servitörer","Sommelier"
"Hotell, restaurang, storhushåll","5132","Bartendrar","Barchefer"
"Hotell, restaurang, storhushåll","5132","Bartendrar","Barista"
"Hotell, restaurang, storhushåll","5132","Bartendrar","Barmästare"
"Hotell, restaurang, storhushåll","5132","Bartendrar","Bartender"
"Hotell, restaurang, storhushåll","9411","Pizzabagare m.fl.","Gatuköksbiträde"
"Hotell, restaurang, storhushåll","9411","Pizzabagare m.fl.","Grillkock, snabbmat"
"Hotell, restaurang, storhushåll","9411","Pizzabagare m.fl.","Pizzabagare"
"Hotell, restaurang, storhushåll","9412","Restaurang- och köksbiträden m.fl.","Cateringarbetare"
"Hotell, restaurang, storhushåll","9412","Restaurang- och köksbiträden m.fl.","Diskare"
"Hotell, restaurang, storhushåll","9412","Restaurang- och köksbiträden m.fl.","Ekonomibiträde, fartyg"
"Hotell, restaurang, storhushåll","9412","Restaurang- och köksbiträden m.fl.","Köksbiträde"
"Hotell, restaurang, storhushåll","9412","Restaurang- och köksbiträden m.fl.","Måltidsbiträde"
"Hotell, restaurang, storhushåll","9412","Restaurang- och köksbiträden m.fl.","Restaurangbiträde"
"Hotell, restaurang, storhushåll","9413","Kafé- och konditoribiträden","Kafébiträde/Konditoribiträde"
"Industriell tillverkning","3122","Arbetsledare inom tillverkning","Arbetsledare, maskintillverkning, verkstadsprodukter"
"Industriell tillverkning","3122","Arbetsledare inom tillverkning","Arbetsledare, tillverkning kemiska produkter"
"Industriell tillverkning","3122","Arbetsledare inom tillverkning","Arbetsledare, tillverkning, elektroniska produkter"
"Industriell tillverkning","3122","Arbetsledare inom tillverkning","Arbetsledare, tillverkning, elkrafttekniska produkter"
"Industriell tillverkning","3122","Arbetsledare inom tillverkning","Arbetsledare, tillverkning, textil- och träprodukter"
"Industriell tillverkning","3122","Arbetsledare inom tillverkning","Arbetsledare, tryckeri"
"Industriell tillverkning","3122","Arbetsledare inom tillverkning","Avdelningschef, smältverk"
"Industriell tillverkning","3122","Arbetsledare inom tillverkning","Brännmästare"
"Industriell tillverkning","3122","Arbetsledare inom tillverkning","Bryggmästare"
"Industriell tillverkning","3122","Arbetsledare inom tillverkning","Packmästare, tillverkning"
"Industriell tillverkning","7132","Lackerare och industrimålare","Brandskyddsmålare"
"Industriell tillverkning","7132","Lackerare och industrimålare","Dopplackerare"
"Industriell tillverkning","7132","Lackerare och industrimålare","Emaljerare, lackering"
"Industriell tillverkning","7132","Lackerare och industrimålare","Folierare"
"Industriell tillverkning","7132","Lackerare och industrimålare","Fordonslackerare"
"Industriell tillverkning","7132","Lackerare och industrimålare","Industrilackerare"
"Industriell tillverkning","7132","Lackerare och industrimålare","Lackerare"
"Industriell tillverkning","7132","Lackerare och industrimålare","Möbellackerare"
"Industriell tillverkning","7132","Lackerare och industrimålare","Rostskyddsbehandlare"
"Industriell tillverkning","7132","Lackerare och industrimålare","Rostskyddsmålare"
"Industriell tillverkning","7132","Lackerare och industrimålare","Takmålare plåttak"
"Industriell tillverkning","7211","Gjutare","Gjutare metallhantverk"
"Industriell tillverkning","7211","Gjutare","Konstgjutare"
"Industriell tillverkning","7212","Svetsare och gasskärare","Hårdlödare"
"Industriell tillverkning","7212","Svetsare och gasskärare","Mjuklödare"
"Industriell tillverkning","7212","Svetsare och gasskärare","Spårsvetsare"
"Industriell tillverkning","7212","Svetsare och gasskärare","Svetsare"
"Industriell tillverkning","7214","Tunnplåtslagare","Bilskadereparatör"
"Industriell tillverkning","7214","Tunnplåtslagare","Cisterntekniker"
"Industriell tillverkning","7214","Tunnplåtslagare","Flygplåtslagare"
"Industriell tillverkning","7214","Tunnplåtslagare","Tunnplåtslagare"
"Industriell tillverkning","7215","Stålkonstruktionsmontörer och grovplåtsslagare","Fartygsplåtslagare"
"Industriell tillverkning","7215","Stålkonstruktionsmontörer och grovplåtsslagare","Grovplåtslagare"
"Industriell tillverkning","7215","Stålkonstruktionsmontörer och grovplåtsslagare","Stålbyggnadsmontör"
"Industriell tillverkning","7222","Verktygsmakare","Verktygsmakare"
"Industriell tillverkning","7223","Maskinställare och maskinoperatörer, metallarbete","CNC-operatör"
"Industriell tillverkning","7223","Maskinställare och maskinoperatörer, metallarbete","Laseroperatör"
"Industriell tillverkning","7223","Maskinställare och maskinoperatörer, metallarbete","Maskinoperatör mekanisk verkstad"
"Industriell tillverkning","7223","Maskinställare och maskinoperatörer, metallarbete","Pressoperatör metallbearbetning"
"Industriell tillverkning","7223","Maskinställare och maskinoperatörer, metallarbete","Robottekniker"
"Industriell tillverkning","7223","Maskinställare och maskinoperatörer, metallarbete","Smidesoperatör"
"Industriell tillverkning","7223","Maskinställare och maskinoperatörer, metallarbete","Svarvare"
"Industriell tillverkning","7223","Maskinställare och maskinoperatörer, metallarbete","Svetsoperatör"
"Industriell tillverkning","7223","Maskinställare och maskinoperatörer, metallarbete","Verkstadstekniker"
"Industriell tillverkning","7224","Slipare m.fl.","Gradare"
"Industriell tillverkning","7224","Slipare m.fl.","Slipare metall"
"Industriell tillverkning","7321","Prepresstekniker","Prepressoperatör"
"Industriell tillverkning","7322","Tryckare","Digitaltryckare"
"Industriell tillverkning","7322","Tryckare","Maskinoperatör tryckeri"
"Industriell tillverkning","7323","Bokbindare m.fl.","Bokbindare"
"Industriell tillverkning","7323","Bokbindare m.fl.","Bokbinderiarbetare"
"Industriell tillverkning","7523","Maskinsnickare och maskinoperatörer, träindustri","CNC-operatör trä"
"Industriell tillverkning","7523","Maskinsnickare och maskinoperatörer, träindustri","Hyveloperatör inom trä- och möbelindustri"
"Industriell tillverkning","7523","Maskinsnickare och maskinoperatörer, träindustri","Maskinsnickare"
"Industriell tillverkning","7523","Maskinsnickare och maskinoperatörer, träindustri","Trähusindustriarbetare"
"Industriell tillverkning","7611","Slaktare och styckare m.fl.","Charkuterist"
"Industriell tillverkning","7611","Slaktare och styckare m.fl.","Slaktare"
"Industriell tillverkning","7611","Slaktare och styckare m.fl.","Styckare"
"Industriell tillverkning","7613","Provsmakare och kvalitetsbedömare","Kvalitetsbedömare livsmedel"
"Industriell tillverkning","7613","Provsmakare och kvalitetsbedömare","Livsmedelskontrollant"
"Industriell tillverkning","8112","Processoperatörer, stenkross- och malmförädling","Krossoperatör"
"Industriell tillverkning","8112","Processoperatörer, stenkross- och malmförädling","Processoperatör malmanrikning"
"Industriell tillverkning","8114","Maskinoperatörer, cement-, sten- och betongvaror","Asfaltverksmaskinist"
"Industriell tillverkning","8114","Maskinoperatörer, cement-, sten- och betongvaror","Betongvaruarbetare"
"Industriell tillverkning","8114","Maskinoperatörer, cement-, sten- och betongvaror","Maskinoperatör stenvaror"
"Industriell tillverkning","8114","Maskinoperatörer, cement-, sten- och betongvaror","Processoperatör betong"
"Industriell tillverkning","8114","Maskinoperatörer, cement-, sten- och betongvaror","Processoperatör cementtillverkning"
"Industriell tillverkning","8115","Bergsprängare","Bergsprängare"
"Industriell tillverkning","8116","Stenhuggare m.fl.","Stengravör"
"Industriell tillverkning","8116","Stenhuggare m.fl.","Stenhuggare"
"Industriell tillverkning","8121","Maskinoperatörer, ytbehandling","Maskinoperatör ytbehandling av metall"
"Industriell tillverkning","8122","Valsverksoperatörer","Valsare"
"Industriell tillverkning","8122","Valsverksoperatörer","Valsverksoperatör"
"Industriell tillverkning","8129","Övriga maskin- och processoperatörer vid stål- och metallverk","Gjuterioperatör"
"Industriell tillverkning","8129","Övriga maskin- och processoperatörer vid stål- och metallverk","Maskinoperatör kabeltillverkning"
"Industriell tillverkning","8129","Övriga maskin- och processoperatörer vid stål- och metallverk","Maskinoperatör metallformning"
"Industriell tillverkning","8131","Maskinoperatörer, farmaceutiska produkter","Maskinoperatör hygienteknik"
"Industriell tillverkning","8131","Maskinoperatörer, farmaceutiska produkter","Operatör läkemedelstillverkning"
"Industriell tillverkning","8132","Maskinoperatörer, kemisktekniska och fotografiska produkter","Maskinoperatör fotografiska produkter"
"Industriell tillverkning","8132","Maskinoperatörer, kemisktekniska och fotografiska produkter","Maskinoperatör kemitekniska produkter"
"Industriell tillverkning","8132","Maskinoperatörer, kemisktekniska och fotografiska produkter","Maskinoperatör sprängämnen och pyroteknik"
"Industriell tillverkning","8132","Maskinoperatörer, kemisktekniska och fotografiska produkter","Operatör batteritillverkning"
"Industriell tillverkning","8141","Maskinoperatörer, gummiindustri","Maskinoperatör gummiindustri"
"Industriell tillverkning","8142","Maskinoperatörer, plastindustri","Formsprutningsprocesstekniker"
"Industriell tillverkning","8142","Maskinoperatörer, plastindustri","Plastbåtbyggare"
"Industriell tillverkning","8142","Maskinoperatörer, plastindustri","Plastmaskinoperatör"
"Industriell tillverkning","8142","Maskinoperatörer, plastindustri","Plastmaskinställare"
"Industriell tillverkning","8142","Maskinoperatörer, plastindustri","Plastsvetsare"
"Industriell tillverkning","8143","Maskinoperatörer, pappersvaruindustri","Maskinoperatör pappersvaruindustri"
"Industriell tillverkning","8151","Maskinoperatörer, blekning, färgning och tvättning","Kemtvättare"
"Industriell tillverkning","8151","Maskinoperatörer, blekning, färgning och tvättning","Maskinoperatör tvätt och textilbehandling"
"Industriell tillverkning","8159","Övriga maskinoperatörer, textil-, skinn- och läderindustri","Industrisömmerska"
"Industriell tillverkning","8159","Övriga maskinoperatörer, textil-, skinn- och läderindustri","Konfektionssömmerska"
"Industriell tillverkning","8159","Övriga maskinoperatörer, textil-, skinn- och läderindustri","Maskinoperatör skotillverkning"
"Industriell tillverkning","8159","Övriga maskinoperatörer, textil-, skinn- och läderindustri","Processoperatör textilindustri"
"Industriell tillverkning","8161","Maskinoperatörer, kött- och fiskberedningsindustri","Maskinoperatör foderberedning"
"Industriell tillverkning","8161","Maskinoperatörer, kött- och fiskberedningsindustri","Maskinoperatör kött- och fiskberedning"
"Industriell tillverkning","8162","Maskinoperatörer, mejeri","Processoperatör mejeri"
"Industriell tillverkning","8163","Maskinoperatörer, kvarn-, bageri- och konfektyrindustri","Maskinoperatör bageri- och konfektyrindustri"
"Industriell tillverkning","8163","Maskinoperatörer, kvarn-, bageri- och konfektyrindustri","Maskinoperatör spannmål"
"Industriell tillverkning","8169","Övriga maskinoperatörer, livsmedelsindustri m.m.","Bryggeritekniker"
"Industriell tillverkning","8169","Övriga maskinoperatörer, livsmedelsindustri m.m.","Destilleriarbetare"
"Industriell tillverkning","8169","Övriga maskinoperatörer, livsmedelsindustri m.m.","Maskinoperatör livsmedelsindustri"
"Industriell tillverkning","8171","Processoperatörer, pappersmassa","Processoperatör pappersmassa"
"Industriell tillverkning","8172","Processoperatörer, papper","Processoperatör papper"
"Industriell tillverkning","8173","Operatörer inom sågverk, hyvleri och plywood m.m.","Hyveloperatör sågverk"
"Industriell tillverkning","8173","Operatörer inom sågverk, hyvleri och plywood m.m.","Maskinoperatör träindustri"
"Industriell tillverkning","8173","Operatörer inom sågverk, hyvleri och plywood m.m.","Sågverksoperatör"
"Industriell tillverkning","8174","Maskinoperatörer inom ytbehandling, trä","Maskinoperatör ytbehandling av trä"
"Industriell tillverkning","8181","Maskinoperatörer, påfyllning, packning och märkning","Emballerare"
"Industriell tillverkning","8181","Maskinoperatörer, påfyllning, packning och märkning","Maskinoperatör förpackning och påfyllning"
"Industriell tillverkning","8189","Övriga process- och maskinoperatörer","Processoperatör glas"
"Industriell tillverkning","8189","Övriga process- och maskinoperatörer","Processoperatör keramisk industri"
"Industriell tillverkning","8189","Övriga process- och maskinoperatörer","Tegelbruksarbetare"
"Industriell tillverkning","8211","Fordonsmontörer","Flygplansmontör"
"Industriell tillverkning","8211","Fordonsmontörer","Fordonsmontör"
"Industriell tillverkning","8211","Fordonsmontörer","Motormontör"
"Industriell tillverkning","8212","Montörer, elektrisk och elektronisk utrustning","Elektronikmontör"
"Industriell tillverkning","8212","Montörer, elektrisk och elektronisk utrustning","Elmontör"
"Industriell tillverkning","8212","Montörer, elektrisk och elektronisk utrustning","Solcellsinstallatör"
"Industriell tillverkning","8212","Montörer, elektrisk och elektronisk utrustning","Solcellsmontör"
"Industriell tillverkning","8213","Montörer, metall-, gummi- och plastprodukter","Däckmontör"
"Industriell tillverkning","8213","Montörer, metall-, gummi- och plastprodukter","Montör metallprodukter"
"Industriell tillverkning","8213","Montörer, metall-, gummi- och plastprodukter","Montör, gummi- och plastprodukter"
"Industriell tillverkning","8213","Montörer, metall-, gummi- och plastprodukter","Robotmontör"
"Industriell tillverkning","8213","Montörer, metall-, gummi- och plastprodukter","Solskyddsmontör"
"Industriell tillverkning","8214","Montörer, träprodukter","Köksmontör"
"Industriell tillverkning","8214","Montörer, träprodukter","Möbel- och inredningsmontör"
"Industriell tillverkning","8214","Montörer, träprodukter","Montör träprodukter"
"Industriell tillverkning","8219","Övriga montörer","Braskaminmontör"
"Industriell tillverkning","8219","Övriga montörer","Mätartekniker VA"
"Industriell tillverkning","8219","Övriga montörer","Montör papp- och textilprodukter"
"Industriell tillverkning","8219","Övriga montörer","Skyltmontör"
"Industriell tillverkning","9320","Handpaketerare och andra fabriksarbetare","Packare"
"Installation, drift, underhåll","5152","Fastighetsskötare","Fastighetsskötare"
"Installation, drift, underhåll","5152","Fastighetsskötare","Fastighetstekniker"
"Installation, drift, underhåll","5152","Fastighetsskötare","Fastighetsvärd"
"Installation, drift, underhåll","5152","Fastighetsskötare","Idrottsplatsvaktmästare"
"Installation, drift, underhåll","5152","Fastighetsskötare","Kapellvaktmästare"
"Installation, drift, underhåll","5152","Fastighetsskötare","Kyrkvaktmästare"
"Installation, drift, underhåll","5152","Fastighetsskötare","Skolvaktmästare"
"Installation, drift, underhåll","7231","Motorfordonsmekaniker och fordonsreparatörer","Bussmekaniker"
"Installation, drift, underhåll","7231","Motorfordonsmekaniker och fordonsreparatörer","Cykelmekaniker"
"Installation, drift, underhåll","7231","Motorfordonsmekaniker och fordonsreparatörer","Lastbilsmekaniker"
"Installation, drift, underhåll","7231","Motorfordonsmekaniker och fordonsreparatörer","Marintekniker"
"Installation, drift, underhåll","7231","Motorfordonsmekaniker och fordonsreparatörer","Maskinmekaniker"
"Installation, drift, underhåll","7231","Motorfordonsmekaniker och fordonsreparatörer","Mopedmekaniker"
"Installation, drift, underhåll","7231","Motorfordonsmekaniker och fordonsreparatörer","Motorcykelmekaniker"
"Installation, drift, underhåll","7231","Motorfordonsmekaniker och fordonsreparatörer","Personbilsmekaniker"
"Installation, drift, underhåll","7231","Motorfordonsmekaniker och fordonsreparatörer","Reservdelsspecialist"
"Installation, drift, underhåll","7231","Motorfordonsmekaniker och fordonsreparatörer","Servicetekniker hyrmaskiner"
"Installation, drift, underhåll","7231","Motorfordonsmekaniker och fordonsreparatörer","Småmaskinmekaniker"
"Installation, drift, underhåll","7232","Flygmekaniker m.fl.","Flygmekaniker"
"Installation, drift, underhåll","7233","Underhållsmekaniker och maskinreparatörer","Fartygsreparatör"
"Installation, drift, underhåll","7233","Underhållsmekaniker och maskinreparatörer","Installationstekniker industrimaskiner"
"Installation, drift, underhåll","7233","Underhållsmekaniker och maskinreparatörer","Kranmontör"
"Installation, drift, underhåll","7233","Underhållsmekaniker och maskinreparatörer","Maskinmontör industrimaskiner"
"Installation, drift, underhåll","7233","Underhållsmekaniker och maskinreparatörer","Materialprovare"
"Installation, drift, underhåll","7233","Underhållsmekaniker och maskinreparatörer","Motorelev, fartyg"
"Installation, drift, underhåll","7233","Underhållsmekaniker och maskinreparatörer","Motorman"
"Installation, drift, underhåll","7233","Underhållsmekaniker och maskinreparatörer","Tågtekniker"
"Installation, drift, underhåll","7233","Underhållsmekaniker och maskinreparatörer","Underhållsmekaniker"
"Installation, drift, underhåll","7233","Underhållsmekaniker och maskinreparatörer","Vindkrafttekniker"
"Installation, drift, underhåll","7411","Installations- och serviceelektriker","Installationselektriker"
"Installation, drift, underhåll","7411","Installations- och serviceelektriker","Lärling, installationselektriker"
"Installation, drift, underhåll","7411","Installations- och serviceelektriker","Ledande montör, el"
"Installation, drift, underhåll","7411","Installations- och serviceelektriker","Serviceelektriker, installation"
"Installation, drift, underhåll","7412","Industrielektriker","Automationselektriker"
"Installation, drift, underhåll","7412","Industrielektriker","Fartygselektriker"
"Installation, drift, underhåll","7412","Industrielektriker","Fartygselektrikerelev"
"Installation, drift, underhåll","7412","Industrielektriker","Flygplanselektriker"
"Installation, drift, underhåll","7412","Industrielektriker","Hiss- och rulltrappstekniker"
"Installation, drift, underhåll","7412","Industrielektriker","Industrielektriker"
"Installation, drift, underhåll","7412","Industrielektriker","Lärling, hissmontör"
"Installation, drift, underhåll","7412","Industrielektriker","Lärling, industrielektriker"
"Installation, drift, underhåll","7413","Distributionselektriker","Distributionselektriker"
"Installation, drift, underhåll","7413","Distributionselektriker","Kontaktledningstekniker"
"Installation, drift, underhåll","7413","Distributionselektriker","Servicetekniker, elkraft"
"Installation, drift, underhåll","7413","Distributionselektriker","Stationstekniker, elkraft"
"Installation, drift, underhåll","7420","Elektronikreparatörer och kommunikationselektriker m.fl.","Elektronikreparatör"
"Installation, drift, underhåll","7420","Elektronikreparatörer och kommunikationselektriker m.fl.","Fibertekniker"
"Installation, drift, underhåll","7420","Elektronikreparatörer och kommunikationselektriker m.fl.","Instrumenttekniker"
"Installation, drift, underhåll","7420","Elektronikreparatörer och kommunikationselektriker m.fl.","Larmtekniker"
"Installation, drift, underhåll","7420","Elektronikreparatörer och kommunikationselektriker m.fl.","Projektör telekom"
"Installation, drift, underhåll","7420","Elektronikreparatörer och kommunikationselektriker m.fl.","Signaltekniker"
"Installation, drift, underhåll","7420","Elektronikreparatörer och kommunikationselektriker m.fl.","Teletekniker"
"Installation, drift, underhåll","8191","Drifttekniker vid värme- och vattenverk","Drifttekniker elkraft"
"Installation, drift, underhåll","8191","Drifttekniker vid värme- och vattenverk","Drifttekniker reningsverk VA"
"Installation, drift, underhåll","8191","Drifttekniker vid värme- och vattenverk","Drifttekniker värmeverk"
"Installation, drift, underhåll","8191","Drifttekniker vid värme- och vattenverk","Drifttekniker vattenverk VA"
"Installation, drift, underhåll","8192","Processövervakare, kemisk industri","Processoperatör bioraffinaderi"
"Installation, drift, underhåll","8192","Processövervakare, kemisk industri","Processoperatör kemisk industri"
"Installation, drift, underhåll","8193","Processövervakare, metallproduktion","Processoperatör smältverk"
"Installation, drift, underhåll","8193","Processövervakare, metallproduktion","Processövervakare metallproduktion"
"Installation, drift, underhåll","8193","Processövervakare, metallproduktion","Ugnsoperatör"
"Installation, drift, underhåll","8199","Övriga drifttekniker och processövervakare","Industrirobotoperatör"
"Installation, drift, underhåll","9622","Vaktmästare m.fl.","Biografmedarbetare"
"Installation, drift, underhåll","9622","Vaktmästare m.fl.","Garderobiär"
"Installation, drift, underhåll","9622","Vaktmästare m.fl.","Kontorsvaktmästare"
"Installation, drift, underhåll","9622","Vaktmästare m.fl.","Sjukhusvaktmästare"
"Installation, drift, underhåll","9629","Övriga servicearbetare","Affischuppsättare"
"Installation, drift, underhåll","9629","Övriga servicearbetare","Aktivitetsledare"
"Installation, drift, underhåll","9629","Övriga servicearbetare","Auktionsbiträde"
"Installation, drift, underhåll","9629","Övriga servicearbetare","Diversearbetare"
"Installation, drift, underhåll","9629","Övriga servicearbetare","Entrévärd"
"Installation, drift, underhåll","9629","Övriga servicearbetare","Hamnvärd"
"Installation, drift, underhåll","9629","Övriga servicearbetare","Lastpallssnickare"
"Installation, drift, underhåll","9629","Övriga servicearbetare","Publikvärd"
"Installation, drift, underhåll","9629","Övriga servicearbetare","Skidliftvärd"
"Installation, drift, underhåll","9629","Övriga servicearbetare","Snöläggare"
"Installation, drift, underhåll","9629","Övriga servicearbetare","Tivoliarbetare/Nöjesparksarbetare"
"Installation, drift, underhåll","9629","Övriga servicearbetare","Väderobservatör"
"Kropps- och skönhetsvård","5141","Frisörer","Barberare"
"Kropps- och skönhetsvård","5141","Frisörer","Frisör"
"Kropps- och skönhetsvård","5141","Frisörer","Frisöraspirant"
"Kropps- och skönhetsvård","5141","Frisörer","Perukmakare"
"Kropps- och skönhetsvård","5142","Hudterapeuter","Ekologisk hudvårdsterapeut"
"Kropps- och skönhetsvård","5142","Hudterapeuter","Hudterapeut"
"Kropps- och skönhetsvård","5143","Massörer och massageterapeuter","Massageterapeut"
"Kropps- och skönhetsvård","5143","Massörer och massageterapeuter","Massör"
"Kropps- och skönhetsvård","5143","Massörer och massageterapeuter","Medicinsk massageterapeut"
"Kropps- och skönhetsvård","5144","Fotterapeuter","Medicinsk fotterapeut"
"Kropps- och skönhetsvård","5149","Övriga skönhets- och kroppsterapeuter","Fransstylist"
"Kropps- och skönhetsvård","5149","Övriga skönhets- och kroppsterapeuter","Make-up artist"
"Kropps- och skönhetsvård","5149","Övriga skönhets- och kroppsterapeuter","Manikyrist"
"Kropps- och skönhetsvård","5149","Övriga skönhets- och kroppsterapeuter","Maskör"
"Kropps- och skönhetsvård","5149","Övriga skönhets- och kroppsterapeuter","Nagelterapeut"
"Kropps- och skönhetsvård","5149","Övriga skönhets- och kroppsterapeuter","Pedikyrist"
"Kropps- och skönhetsvård","5149","Övriga skönhets- och kroppsterapeuter","Piercare"
"Kropps- och skönhetsvård","5149","Övriga skönhets- och kroppsterapeuter","Sminkör"
"Kropps- och skönhetsvård","5149","Övriga skönhets- och kroppsterapeuter","Spaterapeut"
"Kropps- och skönhetsvård","5149","Övriga skönhets- och kroppsterapeuter","Stylist"
"Kropps- och skönhetsvård","5149","Övriga skönhets- och kroppsterapeuter","Tatuerare"
"Kultur, media, design","2171","Industridesigner","Formgivare"
"Kultur, media, design","2171","Industridesigner","Industridesigner"
"Kultur, media, design","2172","Grafiska formgivare m.fl.","Art Director/AD"
"Kultur, media, design","2172","Grafiska formgivare m.fl.","Grafisk formgivare"
"Kultur, media, design","2172","Grafiska formgivare m.fl.","Layoutare"
"Kultur, media, design","2172","Grafiska formgivare m.fl.","Layoutchef"
"Kultur, media, design","2172","Grafiska formgivare m.fl.","Layouttecknare"
"Kultur, media, design","2172","Grafiska formgivare m.fl.","Originalare/Final Art"
"Kultur, media, design","2172","Grafiska formgivare m.fl.","Reklamdesigner"
"Kultur, media, design","2172","Grafiska formgivare m.fl.","Reklamtextare"
"Kultur, media, design","2173","Designer inom spel och digitala medier","2D artist/2D-grafiker"
"Kultur, media, design","2173","Designer inom spel och digitala medier","3D artist"
"Kultur, media, design","2173","Designer inom spel och digitala medier","Animatör"
"Kultur, media, design","2173","Designer inom spel och digitala medier","Character artist"
"Kultur, media, design","2173","Designer inom spel och digitala medier","Concept artist"
"Kultur, media, design","2173","Designer inom spel och digitala medier","Environment artist"
"Kultur, media, design","2173","Designer inom spel och digitala medier","Game designer/Speldesigner"
"Kultur, media, design","2173","Designer inom spel och digitala medier","Level designer/Leveldesigner"
"Kultur, media, design","2173","Designer inom spel och digitala medier","Speltestare/QA"
"Kultur, media, design","2173","Designer inom spel och digitala medier","Technical artist"
"Kultur, media, design","2173","Designer inom spel och digitala medier","UI-designer"
"Kultur, media, design","2173","Designer inom spel och digitala medier","Webbdesigner"
"Kultur, media, design","2179","Övriga designer och formgivare","Creative director/CD"
"Kultur, media, design","2179","Övriga designer och formgivare","Designassistent"
"Kultur, media, design","2179","Övriga designer och formgivare","Designer"
"Kultur, media, design","2179","Övriga designer och formgivare","Kostymdesigner"
"Kultur, media, design","2179","Övriga designer och formgivare","Kostymör"
"Kultur, media, design","2179","Övriga designer och formgivare","Lästmodellör"
"Kultur, media, design","2179","Övriga designer och formgivare","Textildesigner"
"Kultur, media, design","2621","Museiintendenter m.fl.","Antikvarie"
"Kultur, media, design","2621","Museiintendenter m.fl.","Bebyggelseantikvarie"
"Kultur, media, design","2621","Museiintendenter m.fl.","Curator"
"Kultur, media, design","2621","Museiintendenter m.fl.","Konstintendent"
"Kultur, media, design","2621","Museiintendenter m.fl.","Konstkonsult"
"Kultur, media, design","2621","Museiintendenter m.fl.","Länsantikvarie/1:e antikvarie"
"Kultur, media, design","2621","Museiintendenter m.fl.","Museiintendent"
